functional	molecule	path	normal_termination	stationary_point	scf_energy_count	last_scf_energy_au	dipole_x_debye	dipole_y_debye	dipole_z_debye	dipole_total_debye	polar_xx_au	polar_xy_au	polar_yy_au	polar_xz_au	polar_yz_au	polar_zz_au	polar_mean_au	frequency_count	min_frequency_cm1	imaginary_frequency_count
PBE	KF	PBE/SMDB_KF.log	True	True	4	-699.57077246	0.0	0.0	8.1595	8.1595	16.833	-0.0	16.833	0.0	-0.0	27.604	20.423333333333332	1	412.8977	0
PBE	KH	PBE/SMDB_KH.log	True	True	4	-600.269427956	0.0	0.0	7.155	7.155	55.031	0.0	55.031	0.0	0.0	99.694	69.91866666666667	1	952.7301	0
PBE	KI	PBE/SMDB_KI.log	True	True	4	-897.49731687	0.0	0.0	-10.5062	10.5062	58.577	0.0	58.577	-0.0	0.0	91.963	69.70566666666666	1	179.928	0
PBE	Li2	PBE/SMDB_Li2.log	True	True	4	-14.9558523717	0.0	0.0	0.0	0.0	169.985	0.0	169.985	0.0	0.0	278.044	206.00466666666668	1	332.6887	0
PBE	Li2O	PBE/SMDB_Li2O.log	True	True	4	-90.2185974071	0.0	-0.0	0.0	0.0	52.549	0.0	52.549	0.0	0.0	51.159	52.08566666666667	4	113.7558	0
PBE	Li4C4H12	PBE/SMDB_Li4C4H12.log	True	True	7	-189.530413735	-0.0009	0.0004	-0.0	0.001	104.553	-0.001	104.555	0.006	0.007	104.545	104.551	54	134.4749	0
PBE	Li4Cl4	PBE/SMDB_Li4Cl4.log	True	True	6	-1870.66485855	-0.0001	0.0	0.0	0.0001	93.191	-0.0	93.191	0.0	0.0	93.191	93.19099999999999	18	125.7625	0
PBE	Li4H4	PBE/SMDB_Li4H4.log	True	True	6	-32.4237397955	-0.0	0.0	-0.0	0.0	72.036	-0.0	72.036	-0.0	-0.0	72.036	72.036	18	363.7527	0
PBE	Li8	PBE/SMDB_Li8.log	True	True	5	-59.9479470885	0.0001	0.0	-0.0001	0.0002	567.996	-0.002	567.993	0.001	0.001	567.991	567.9933333333333	18	-186.5348	6
PBE	LiBH4	PBE/SMDB_LiBH4.log	True	True	6	-34.7162871968	0.0001	-5.8648	-0.0	5.8648	31.262	0.001	34.851	-0.0	-0.0	31.262	32.458333333333336	12	490.2713	0
PBE	LiCl	PBE/SMDB_LiCl.log	True	True	4	-467.610462739	0.0	0.0	-6.8151	6.8151	26.22	0.0	26.22	0.0	0.0	29.73	27.39	1	632.4637	0
PBE	LiF	PBE/SMDB_LiF.log	True	True	4	-107.357132129	0.0	0.0	-6.0652	6.0652	11.49	0.0	11.49	-0.0	0.0	10.57	11.183333333333332	1	880.0303	0
PBE	LiH	PBE/SMDB_LiH.log	True	True	4	-8.04706363612	0.0	0.0	5.6197	5.6197	33.863	0.0	33.863	0.0	0.0	31.806	33.17733333333333	1	1375.0672	0
PBE	LiSLi	PBE/SMDB_LiSLi.log	True	True	4	-413.108989	0.0	0.0	-0.0	0.0	69.697	0.0	69.697	-0.0	-0.0	91.382	76.92533333333334	4	-20.5959	2
PBE	Mg4	PBE/SMDB_Mg4.log	True	True	5	-799.862216114	-0.0	0.0	0.0	0.0	287.384	0.0	287.384	0.0	0.0	287.384	287.384	6	148.4911	0
PBE	MgCl2	PBE/SMDB_MgCl2.log	True	True	4	-1120.19493505	-0.0	0.0	-0.0	0.0	42.566	0.0	42.566	0.0	0.0	65.589	50.24033333333333	4	106.4678	0
PBE	MgF	PBE/SMDB_MgF.log	True	True	3	-299.801242049	0.0	0.0	3.1744	3.1744	56.624	0.0	56.624	0.0	0.0	43.714	52.32066666666666	1	677.0492	0
PBE	MgF2	PBE/SMDB_MgF2.log	True	True	3	-399.699088055	-0.0	-0.0	0.0	0.0	18.058	-0.0	18.058	0.0	0.0	22.829	19.648333333333333	4	148.9414	0
PBE	MgH2	PBE/SMDB_MgH2.log	True	True	3	-201.111237276	0.0	-0.0	-0.0	0.0	34.184	-0.0	34.184	0.0	0.0	43.34	37.236	4	421.5878	0
PBE	MnF2	PBE/SMDB_MnF2.log	True	True	2	-1350.41516925	0.0	0.0	0.0	0.0	28.187	0.0	28.737	0.0	0.0	40.743	32.55566666666667	4	105.4016	0
PBE	MnO	PBE/SMDB_MnO.log	True	True	4	-1225.89199994	0.0	0.0	3.3461	3.3461	51.023	0.0	58.583	-0.0	0.0	59.639	56.415	1	949.6684	0
PBE	MnO2	PBE/SMDB_MnO2.log	True	True	5	-1301.16328412	0.0	0.0	2.9941	2.9941	41.176	-0.0	52.755	-0.0	0.0	34.153	42.69466666666667	3	238.0402	0
PBE	MnO3F	PBE/SMDB_MnO3F.log	True	True	3	-1476.22362533	-0.0	0.0	0.1024	0.1024	45.523	0.0	45.523	-0.0	-0.0	39.389	43.47833333333333	9	279.1408	0
PBE	MnO4-	PBE/SMDB_MnO4-.log	True	True	3	-1451.70659927	0.0	-0.0	-0.0	0.0	56.15	0.0	56.15	0.0	0.0	56.15	56.15	9	349.1283	0
PBE	MnS	PBE/SMDB_MnS.log	True	True	3	-1548.78271243	0.0	0.0	4.3681	4.3681	53.471	0.0	53.471	0.0	0.0	87.562	64.83466666666666	1	513.4699	0
PBE	MoCO6	PBE/SMDB_MoCO6.log	True	True	4	-748.012054955	-0.0	0.0	-0.0	0.0	144.748	-0.0	144.748	-0.0	0.0	144.748	144.748	33	51.7706	0
PBE	MoF3	PBE/SMDB_MoF3.log	True	True	7	-367.736209724	-0.0065	-0.8413	-0.0002	0.8413	44.638	-0.005	42.903	0.0	0.001	52.794	46.77833333333333	6	-112.9399	1
PBE	MoH	PBE/SMDB_MoH.log	True	True	3	-68.6533990938	0.0	0.0	2.1673	2.1673	66.412	0.0	72.062	0.0	0.0	62.269	66.91433333333333	1	1823.0852	0
PBE	MoO2	PBE/SMDB_MoO2.log	True	True	5	-218.630427823	-0.0	-0.0	3.513	3.513	75.995	-0.0	58.291	0.0	-0.0	73.626	69.304	3	368.382	0
PBE	MoO3	PBE/SMDB_MoO3.log	True	True	5	-293.911308469	0.0	-0.0	4.8482	4.8482	51.967	-0.0	51.967	0.0	-0.0	28.096	44.01	6	262.394	0
PBE	N2	PBE/SMDB_N2.log	True	True	4	-109.458045826	0.0	0.0	-0.0	0.0	9.103	-0.0	9.103	-0.0	0.0	15.23	11.145333333333333	1	2349.806	0
PBE	N2H2	PBE/SMDB_N2H2.log	True	True	5	-110.563682432	-2.7456	-0.0	0.0	2.7456	19.436	0.0	25.103	0.0	-0.0	12.275	18.938	6	1241.6874	0
PBE	N2H4	PBE/SMDB_N2H4.log	True	True	5	-111.791973115	0.0	-0.0	1.912	1.912	20.644	-0.973	25.44	0.0	0.0	20.788	22.290666666666667	12	428.6743	0
PBE	N4	PBE/SMDB_N4.log	True	True	4	-218.672160645	-0.0	0.0	-0.0	0.0	24.518	0.0	24.518	0.0	-0.0	24.518	24.518	6	761.3541	0
PBE	NF3	PBE/SMDB_NF3.log	True	True	5	-353.951809328	-0.1443	0.1411	-0.0	0.2018	17.052	3.437	17.112	0.0	0.0	20.515	18.226333333333333	6	452.9384	0
PBE	NH3	PBE/SMDB_NH3.log	True	True	5	-56.5160020938	-0.0001	-1.5374	0.0	1.5374	13.128	-0.0	13.726	0.0	-0.0	13.128	13.327333333333334	6	1027.7129	0
PBE	NH4F	PBE/SMDB_NH4F.log	True	True	6	-156.939928815	0.0004	-4.823	0.0	4.823	16.042	-0.0	24.324	-0.0	-0.0	16.042	18.802666666666667	12	271.9732	0
PBE	Na2O	PBE/SMDB_Na2O.log	True	True	4	-399.542418101	0.0	-0.0	-0.0044	0.0044	94.094	0.0	202.437	-0.0	-0.0	94.093	130.208	3	-41.328	1
PBE	Na2S	PBE/SMDB_Na2S.log	True	True	4	-722.466026704	0.0	0.0	0.0	0.0	93.893	0.0	93.893	-0.0	-0.0	188.165	125.31700000000001	4	-53.8351	2
PBE	Na3N	PBE/SMDB_Na3N.log	True	True	6	-541.198524791	-0.0	-0.0	-1.8449	1.8449	320.404	0.0	320.417	0.0	0.005	170.783	270.5346666666666	6	101.0083	0
PBE	Na3P	PBE/SMDB_Na3P.log	True	True	6	-827.788942927	0.0001	0.0008	-5.239	5.239	302.44	0.001	302.42	0.003	0.003	202.375	269.0783333333333	6	73.8438	0
PBE	NaCl	PBE/SMDB_NaCl.log	True	True	4	-622.291560066	0.0	0.0	-8.4942	8.4942	28.928	0.0	28.928	0.0	0.0	43.841	33.899	1	354.3565	0
PBE	NaF	PBE/SMDB_NaF.log	True	True	4	-262.024662747	0.0	0.0	7.708	7.708	14.419	0.0	14.419	0.0	0.0	20.984	16.607333333333333	1	513.1629	0
PBE	NaH	PBE/SMDB_NaH.log	True	True	4	-162.736139032	0.0	0.0	5.7615	5.7615	41.318	-0.0	41.318	0.0	0.0	61.632	48.089333333333336	1	1146.9796	0
PBE	NbF3	PBE/SMDB_NbF3.log	True	True	4	-356.566580209	-0.0	0.0	-0.0	0.0	45.889	0.0	45.891	0.0	0.0	66.849	52.87633333333334	6	126.8463	0
PBE	NbO	PBE/SMDB_NbO.log	True	True	4	-132.137211661	0.0	0.0	2.9705	2.9705	92.644	-0.0	92.644	0.0	-0.0	75.711	86.99966666666667	1	1005.7231	0
PBE	NbO2	PBE/SMDB_NbO2.log	True	True	5	-207.445073469	-0.0	0.0	4.7513	4.7513	83.715	0.0	59.111	0.0	0.0	71.281	71.369	3	351.4867	0
PBE	NbO2F	PBE/SMDB_NbO2F.log	True	True	6	-307.349936671	0.8414	-0.0001	-4.8151	4.8881	43.557	0.0	50.437	-2.524	0.0	28.028	40.674	6	175.4326	0
PBE	NiCO4	PBE/SMDB_NiCO4.log	True	True	4	-1961.3204121	-0.0	-0.0	0.0	0.0	89.855	0.0	89.855	0.0	0.0	89.855	89.855	21	57.2069	0
PBE	NiCl2	PBE/SMDB_NiCl2.log	True	True	4	-2428.31444998	-0.0	0.0	0.0027	0.0027	40.083	0.0	110.334	0.0	-0.0	40.083	63.5	3	76.7655	0
PBE	NiF2	PBE/SMDB_NiF2.log	True	True	4	-1707.78881727	-0.0	-0.0	-0.0	0.0	21.563	0.0	21.563	0.0	0.0	42.859	28.661666666666665	4	127.4715	0
PBE	NiF3	PBE/SMDB_NiF3.log	True	True	7	-1807.54426741	-0.6607	0.0	-0.0005	0.6607	43.795	0.0	43.456	-0.0	-0.0	20.388	35.87966666666667	6	112.071	0
PBE	NiO	PBE/SMDB_NiO.log	True	True	4	-1583.26853774	0.0	0.0	3.8714	3.8714	36.501	0.0	36.501	0.0	0.0	44.63	39.21066666666667	1	842.5637	0
PBE	NiS	PBE/SMDB_NiS.log	True	True	3	-1906.18355212	0.0	0.0	3.401	3.401	45.766	0.0	45.766	-0.0	0.0	72.504	54.678666666666665	1	511.0035	0
PBE	OF2	PBE/SMDB_OF2.log	True	True	3	-274.561180703	-0.0	0.0	0.2847	0.2847	7.58	0.0	19.844	-0.0	-0.0	11.801	13.075000000000001	3	451.196	0
PBE	OsCO5	PBE/SMDB_OsCO5.log	True	True	4	-657.238554216	0.0	0.0	0.0	0.0	115.296	0.0	115.293	0.0	0.0	125.317	118.63533333333334	27	40.2745	0
PBE	OsO2	PBE/SMDB_OsO2.log	True	True	5	-241.107041992	-0.0	0.0	1.6561	1.6561	43.104	-0.0	55.799	-0.0	-0.0	39.279	46.06066666666667	3	259.371	0
PBE	OsO3	PBE/SMDB_OsO3.log	True	True	4	-316.374454267	-0.0	0.0	0.0	0.0	50.037	0.0	50.035	0.0	0.0	35.912	45.327999999999996	6	113.4422	0
PBE	OsO4	PBE/SMDB_OsO4.log	True	True	4	-391.592210289	0.0	0.0	-0.0	0.0	49.796	0.0	49.796	0.0	0.0	49.796	49.796	9	330.1364	0
PBE	OsOF5	PBE/SMDB_OsOF5.log	True	True	4	-665.030071906	0.0	-0.0	1.3975	1.3975	54.728	0.0	54.728	-0.0	0.0	58.162	55.87266666666667	15	153.1822	0
PBE	P2	PBE/SMDB_P2.log	True	True	4	-682.423697174	0.0	0.0	0.0	0.0	35.798	-0.0	35.798	0.0	-0.0	69.568	47.05466666666666	1	782.2391	0
PBE	PF3	PBE/SMDB_PF3.log	True	True	5	-640.739441788	0.0	0.0003	1.0027	1.0027	27.449	-0.0	27.447	0.0	0.001	24.028	26.308000000000003	6	317.9833	0
PBE	PF5	PBE/SMDB_PF5.log	True	True	6	-840.397582396	-0.0	0.0009	0.0	0.0009	27.968	-0.0	26.533	-0.0	-0.0	26.527	27.009333333333334	12	157.1218	0
PBE	PH3	PBE/SMDB_PH3.log	True	True	4	-342.996190965	-0.0	-0.0	0.6001	0.6001	29.606	0.0	29.606	0.0	-0.0	30.197	29.803	6	974.4883	0
PBE	PLi3	PBE/SMDB_PLi3.log	True	True	6	-363.732308221	5.5482	-0.0005	0.0	5.5482	160.663	0.001	183.618	-0.0	0.0	183.603	175.96133333333333	6	142.0726	0
PBE	PbF3	PBE/SMDB_PbF3.log	True	True	6	-492.347256373	0.0	-0.0	3.1233	3.1233	51.989	-0.0	51.988	0.0	0.001	34.67	46.215666666666664	6	99.3103	0
PBE	PbH4	PBE/SMDB_PbH4.log	True	True	3	-195.217354322	-0.0	-0.0	-0.0	0.0	51.7	-0.0	51.7	0.0	0.0	51.7	51.70000000000001	9	584.7302	0
PBE	PbO	PBE/SMDB_PbO.log	True	True	4	-268.087520315	0.0	0.0	4.4035	4.4035	35.902	0.0	35.902	0.0	0.0	59.507	43.77033333333333	1	726.0921	0
PBE	PbO2	PBE/SMDB_PbO2.log	True	True	4	-343.192030026	0.0	0.0	-0.0	0.0	32.756	-0.0	32.756	0.0	0.0	68.96	44.82399999999999	4	143.4311	0
PBE	PdCO4	PBE/SMDB_PdCO4.log	True	True	4	-581.064360625	-0.0	-0.0	0.0	0.0	98.882	-0.0	98.881	0.001	0.0	98.877	98.88	21	40.7717	0
PBE	PdF	PBE/SMDB_PdF.log	True	True	4	-227.698330469	0.0	0.0	4.0437	4.0437	28.291	0.0	28.291	0.0	0.0	34.407	30.329666666666668	1	539.6341	0
PBE	PdO2	PBE/SMDB_PdO2.log	True	True	4	-278.149702388	-0.0	0.0	0.0088	0.0088	28.188	0.0	77.713	-0.0	0.0	30.83	45.577	3	-111.1947	1
PBE	PtCO4	PBE/SMDB_PtCO4.log	True	True	4	-572.548064764	0.0	0.0	0.0	0.0	101.281	0.0	101.281	0.0	0.0	101.281	101.281	21	44.6023	0
PBE	PtO	PBE/SMDB_PtO.log	True	True	4	-194.50362219	0.0	0.0	2.2759	2.2759	39.977	0.0	39.977	0.0	0.0	48.212	42.722	1	855.8857	0
PBE	PtO2	PBE/SMDB_PtO2.log	True	True	4	-269.719890304	-0.0	-0.0	-0.0	0.0	32.456	0.0	32.456	0.0	0.0	60.015	41.64233333333333	4	127.1177	0
PBE	RbF	PBE/SMDB_RbF.log	True	True	4	-123.942404918	0.0	0.0	8.6298	8.6298	20.975	0.0	20.975	-0.0	0.0	37.472	26.474	1	353.3372	0
PBE	RbH	PBE/SMDB_RbH.log	True	True	4	-24.643622285	0.0	0.0	7.322	7.322	59.96	-0.0	59.96	-0.0	-0.0	123.574	81.16466666666666	1	900.2396	0
PBE	RbO	PBE/SMDB_RbO.log	True	True	5	-99.2031936036	0.0	0.0	8.6508	8.6508	31.398	0.0	31.398	0.0	0.0	31.876	31.557333333333332	1	360.0307	0
PBE	ReH	PBE/SMDB_ReH.log	True	True	4	-78.7946804063	0.0	0.0	1.1312	1.1312	67.318	0.0	67.318	0.0	0.0	58.938	64.52466666666668	1	2087.7643	0
PBE	ReO	PBE/SMDB_ReO.log	True	True	4	-153.437579928	0.0	0.0	1.5802	1.5802	61.966	0.0	61.966	0.0	0.0	61.058	61.663333333333334	1	1118.4078	0
PBE	ReO2	PBE/SMDB_ReO2.log	True	True	4	-228.680004114	-0.0	0.0	0.0	0.0	37.74	0.0	38.049	0.0	0.0	64.566	46.785000000000004	4	-277.1216	2
PBE	ReO3	PBE/SMDB_ReO3.log	True	True	4	-304.006137076	-0.0	0.0	-0.0	0.0	51.026	-0.0	51.025	0.0	0.0	35.304	45.785000000000004	6	-169.6626	1
PBE	ReO3F	PBE/SMDB_ReO3F.log	True	True	4	-403.903749752	-0.0	-0.0	-1.1572	1.1572	48.646	0.0	48.646	-0.0	0.0	41.715	46.33566666666667	9	229.7276	0
PBE	RhF	PBE/SMDB_RhF.log	True	True	4	-210.315892966	0.0	0.0	3.2396	3.2396	35.685	0.0	35.685	0.0	-0.0	35.981	35.78366666666667	1	620.799	0
PBE	RhF4	PBE/SMDB_RhF4.log	True	True	8	-509.77353816	0.0012	-0.0	0.0185	0.0185	52.628	0.0	39.331	-0.008	-0.0	39.326	43.76166666666666	9	-41.743	2
PBE	RhF6	PBE/SMDB_RhF6.log	True	True	3	-709.33805076	0.0	-0.0	-0.0	0.0	60.539	-0.0	60.539	-0.0	-0.0	60.926	60.668000000000006	15	188.1582	0
PBE	RhO	PBE/SMDB_RhO.log	True	True	4	-185.700415514	0.0	0.0	3.1913	3.1913	44.877	0.0	44.877	0.0	0.0	47.842	45.86533333333333	1	852.7203	0
PBE	RuCO5	PBE/SMDB_RuCO5.log	True	True	4	-661.427055516	0.0	-0.0	0.0	0.0	112.019	-0.0	112.015	0.0	-0.0	121.933	115.32233333333333	27	41.9928	0
PBE	RuF	PBE/SMDB_RuF.log	True	True	4	-194.635979796	0.0	0.0	3.3226	3.3226	77.201	0.0	52.186	0.0	0.0	43.186	57.524333333333324	1	580.6042	0
PBE	RuO	PBE/SMDB_RuO.log	True	True	4	-170.032380068	0.0	0.0	3.3692	3.3692	54.914	0.0	40.616	0.0	0.0	49.21	48.24666666666667	1	897.2743	0
PBE	RuO2	PBE/SMDB_RuO2.log	True	True	4	-245.291614858	-0.0	-0.0	-0.0	0.0	28.943	0.0	28.943	0.0	0.0	62.895	40.260333333333335	4	-159.8607	2
PBE	RuO4	PBE/SMDB_RuO4.log	True	True	4	-395.722680792	0.0	0.0	0.0	0.0	50.116	0.0	50.115	0.0	-0.0	50.115	50.11533333333333	9	326.8789	0
PBE	S2	PBE/SMDB_S2.log	True	True	4	-796.040563971	0.0	0.0	-0.0	0.0								1	696.5402	0
PBE	S5	PBE/SMDB_S5.log	True	True	8	-1990.29101671	0.0	-0.2487	-0.0541	0.2545	114.495	-0.002	116.392	0.0	-0.645	68.461	99.78266666666667	9	116.0133	0
PBE	SF2	PBE/SMDB_SF2.log	True	True	4	-597.609043156	-0.0	-0.0	0.9832	0.9832	18.701	0.0	26.042	-0.0	0.0	22.589	22.444	3	324.9859	0
PBE	SF4	PBE/SMDB_SF4.log	True	True	7	-797.23097933	0.0	0.0	-0.6272	0.6272	36.007	-0.0	27.572	0.0	-0.0	23.59	29.05633333333333	9	203.7824	0
PBE	SF6	PBE/SMDB_SF6.log	True	True	4	-996.817661954	0.0	-0.0	-0.0	0.0	31.301	-0.0	31.301	-0.0	-0.0	31.301	31.301	15	316.2534	0
PBE	SbCl6-	PBE/SMDB_SbCl6-.log	True	True	4	-3000.79030008	-0.0	0.0	0.0	0.0	142.063	0.0	142.063	0.0	-0.0	142.063	142.063	15	99.2063	0
PBE	SbF	PBE/SMDB_SbF.log	True	True	3	-340.051443225	0.0	0.0	2.2707	2.2707	40.462	0.0	40.462	0.0	0.0	42.294	41.07266666666667	1	575.8095	0
PBE	SbF3	PBE/SMDB_SbF3.log	True	True	5	-539.775587551	-0.0	0.0	3.6485	3.6485	38.853	-0.0	38.851	0.0	-0.0	35.319	37.67433333333333	6	183.9505	0
PBE	SbH3	PBE/SMDB_SbH3.log	True	True	4	-242.018304088	0.0	0.0	0.4165	0.4165	46.362	-0.0	46.362	-0.0	-0.0	47.608	46.77733333333333	6	773.494	0
PBE	SbO2	PBE/SMDB_SbO2.log	True	True	6	-390.563562806	-0.0	0.0	2.841	2.841	34.097	-0.0	64.959	-0.0	-0.0	40.822	46.626000000000005	3	201.8584	0
PBE	ScCl3	PBE/SMDB_ScCl3.log	True	True	3	-2140.88047618	0.0	-0.0	-0.0	0.0	91.929	0.0	91.927	0.0	-0.0	54.719	79.525	6	58.977	0
PBE	ScF3	PBE/SMDB_ScF3.log	True	True	4	-1060.17444223	-0.0	-0.0	0.0	0.0	34.832	0.0	34.833	0.0	-0.0	21.558	30.407666666666668	6	70.7911	0
PBE	ScH3	PBE/SMDB_ScH3.log	True	True	4	-762.205013584	-0.0	-0.0	-0.0	0.0	54.639	-0.0	54.642	0.0	-0.0	37.446	48.909	6	-128.9009	1
PBE	ScO	PBE/SMDB_ScO.log	True	True	3	-835.70021888	0.0	0.0	3.4769	3.4769	123.8	-0.0	123.8	0.0	-0.0	90.147	112.58233333333334	1	970.3931	0
PBE	Se8	PBE/SMDB_Se8.log	True	True	4	-19210.1948727	-0.0	0.0	-0.0	0.0	290.955	0.0	290.955	-0.0	0.0	149.771	243.89366666666663	18	36.4281	0
PBE	SeH2	PBE/SMDB_SeH2.log	True	True	3	-2402.43761984	0.0	-0.0	-0.7181	0.7181	25.298	-0.0	28.135	-0.0	0.0	27.902	27.111666666666668	3	1017.793	0
PBE	SeO	PBE/SMDB_SeO.log	True	True	4	-2476.34275768	0.0	0.0	1.9734	1.9734								1	891.6266	0
PBE	SeO2	PBE/SMDB_SeO2.log	True	True	4	-2551.57925744	-0.0	-0.0	2.6528	2.6528	21.226	0.0	43.046	-0.0	-0.0	28.132	30.801333333333332	3	350.5832	0
PBE	SiCl4	PBE/SMDB_SiCl4.log	True	True	4	-2129.74212633	0.0	-0.0	0.0	0.0	77.63	0.0	77.63	0.0	0.0	77.63	77.63	9	138.0911	0
PBE	SiF4	PBE/SMDB_SiF4.log	True	True	4	-688.846453759	0.0	0.0	-0.0	0.0	23.636	0.0	23.636	0.0	0.0	23.636	23.636	9	247.0397	0
PBE	SiH4	PBE/SMDB_SiH4.log	True	True	3	-291.733057627	0.0	0.0	-0.0	0.0	32.525	0.0	32.525	0.0	0.0	32.525	32.525	9	870.5553	0
PBE	SiO2	PBE/SMDB_SiO2.log	True	True	4	-439.756331274	0.0	0.0	-0.0	0.0	25.246	-0.0	25.246	-0.0	-0.0	41.476	30.655999999999995	4	270.2958	0
PBE	SiS2	PBE/SMDB_SiS2.log	True	True	4	-1085.5125808	-0.0	0.0	0.0	0.0	48.448	-0.0	48.448	0.0	-0.0	110.281	69.05900000000001	4	176.1256	0
PBE	SnF3	PBE/SMDB_SnF3.log	True	True	4	-513.785651315	0.0	-0.0	2.8926	2.8926	42.225	0.0	42.226	0.0	0.001	34.43	39.627	6	138.2582	0
PBE	SnH4	PBE/SMDB_SnH4.log	True	True	4	-216.651088557	-0.0	0.0	-0.0	0.0	45.898	-0.0	45.898	-0.0	-0.0	45.898	45.898	9	653.9583	0
PBE	SnO	PBE/SMDB_SnO.log	True	True	4	-289.493071943	0.0	0.0	3.998	3.998	36.596	0.0	36.596	0.0	0.0	54.172	42.45466666666666	1	806.5248	0
PBE	SnO2	PBE/SMDB_SnO2.log	True	True	4	-364.620434946	-0.0	-0.0	0.0051	0.0051	32.948	-0.0	62.733	0.0	0.0	32.948	42.87633333333333	3	149.2343	0
PBE	SrF	PBE/SMDB_SrF.log	True	True	3	-130.573589609	0.0	0.0	3.2729	3.2729	198.671	-0.0	198.671	-0.0	0.0	134.071	177.13766666666666	1	495.2613	0
PBE	SrF2	PBE/SMDB_SrF2.log	True	True	6	-230.469362324	0.0	-0.0	6.1191	6.1191	21.764	0.0	36.66	-0.0	0.0	25.016	27.813333333333333	3	92.7827	0
PBE	SrH2	PBE/SMDB_SrH2.log	True	True	5	-31.8372845452	-0.0	0.0	6.0666	6.0666	51.912	0.0	83.137	0.0	-0.0	63.742	66.26366666666667	3	363.9016	0
PBE	SrO	PBE/SMDB_SrO.log	True	True	3	-105.88132297	0.0	0.0	7.794	7.794	39.743	-0.0	39.743	0.0	0.0	116.301	65.26233333333333	1	655.5814	0
PBE	SrS	PBE/SMDB_SrS.log	True	True	4	-428.779582186	0.0	0.0	9.7234	9.7234	71.278	0.0	71.278	0.0	0.0	164.682	102.41266666666667	1	388.1453	0
PBE	TaF	PBE/SMDB_TaF.log	True	True	4	-156.739682433	0.0	0.0	1.2529	1.2529	81.743	0.0	81.743	0.0	0.0	71.179	78.22166666666666	1	733.0727	0
PBE	TaF3	PBE/SMDB_TaF3.log	True	True	7	-356.630075112	0.0	-0.0	0.0	0.0	48.068	-0.0	48.067	0.0	-0.0	69.121	55.08533333333333	6	141.1923	0
PBE	TaO2F	PBE/SMDB_TaO2F.log	True	True	4	-307.371771067	-0.0	-0.0	-1.9679	1.9679	30.247	0.0	50.16	0.0	0.0	44.47	41.62566666666667	6	-162.7598	1
PBE	Tc2O7	PBE/SMDB_Tc2O7.log	True	True	4	-688.313781166	-0.0	-0.0	-0.0	0.0	91.364	0.0	91.365	-0.0	-0.0	135.676	106.13499999999999	21	-22.9573	3
PBE	TcO	PBE/SMDB_TcO.log	True	True	4	-155.932057617	0.0	0.0	2.7415	2.7415	65.719	-0.0	79.614	-0.0	0.0	58.252	67.86166666666666	1	977.4789	0
PBE	TcO3F	PBE/SMDB_TcO3F.log	True	True	4	-406.371184643	-0.0	0.0	-0.6144	0.6144	48.698	-0.0	48.698	0.0	-0.0	41.923	46.439666666666675	9	236.0784	0
PBE	TeF3	PBE/SMDB_TeF3.log	True	True	5	-567.436299031	-0.0	0.0	0.7704	0.7704	47.09	0.0	47.09	0.0	-0.001	31.718	41.966	6	-1.9426	2
PBE	TeH2	PBE/SMDB_TeH2.log	True	True	4	-269.201265572	-0.0	-0.0	-0.1202	0.1202	42.481	-0.0	41.915	-0.0	0.0	42.013	42.13633333333333	3	851.8587	0
PBE	TeO	PBE/SMDB_TeO.log	True	True	4	-343.118520952	0.0	0.0	2.6813	2.6813								1	782.0906	0
PBE	TeO2	PBE/SMDB_TeO2.log	True	True	4	-418.348839361	-0.0	-0.0	3.8241	3.8241	30.354	-0.0	54.218	0.0	-0.0	40.159	41.577	3	273.0314	0
PBE	TiCO4	PBE/SMDB_TiCO4.log	True	True	4	-1302.3090878	-0.0	0.0	0.0	0.0	138.371	-0.0	138.371	-0.0	-0.0	138.371	138.371	21	54.4954	0
PBE	TiCl4	PBE/SMDB_TiCl4.log	True	True	3	-2689.72724646	-0.0	0.0	0.0	0.0	97.805	0.0	97.805	0.0	0.0	97.805	97.805	9	108.9513	0
PBE	TiF3	PBE/SMDB_TiF3.log	True	True	4	-1148.8896814	0.0	0.0	0.0	0.0	36.315	0.0	36.314	0.0	0.0	36.625	36.418	6	86.3953	0
PBE	TiF4	PBE/SMDB_TiF4.log	True	True	4	-1248.79559029	-0.0	-0.0	0.0	0.0	35.273	0.0	35.273	0.0	0.0	35.273	35.273	9	183.1563	0
PBE	TiH4	PBE/SMDB_TiH4.log	True	True	3	-851.530687837	-0.0	0.0	-0.0	0.0	49.709	-0.0	49.709	-0.0	-0.0	49.709	49.709	9	513.8957	0
PBE	TiO	PBE/SMDB_TiO.log	True	True	4	-924.347197833	0.0	0.0	2.2034	2.2034								1	1038.3428	0
PBE	TiO2	PBE/SMDB_TiO2.log	True	True	4	-999.706625008	-0.0	-0.0	6.4591	6.4591	22.809	-0.0	52.536	0.0	-0.0	29.541	34.961999999999996	3	338.2364	0
PBE	TiS2	PBE/SMDB_TiS2.log	True	True	4	-1645.42457877	-0.0	0.0	5.4576	5.4576	54.054	0.0	126.013	-0.0	-0.0	64.599	81.55533333333334	3	171.1921	0
PBE	TlCl	PBE/SMDB_TlCl.log	True	True	3	-632.67602883	0.0	0.0	4.4496	4.4496	41.599	-0.0	41.599	-0.0	-0.0	79.768	54.322	1	269.9149	0
