basis	functional	molecule	path	cp2k_version	cp2k_revision	program_ended_count	geo_completed	geo_energy_au	property_energy_au	vibration_energy_au	last_energy_au	dipole_x_debye	dipole_y_debye	dipole_z_debye	dipole_total_debye	polar_xx_ang3	polar_yy_ang3	polar_zz_ang3	polar_xy_ang3	polar_xz_ang3	polar_yz_ang3	polar_mean_ang3	frequency_count	min_frequency_cm1	imaginary_frequency_count
DZVP	PBE0	CaF2	DZVP/PBE0/CaF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-79.36720763075618	-79.36720763075655		-79.36720763075655	-1.4e-07	9.63e-06	9.8e-06	1.374e-05	3.267879518285	3.267862781313	5.356200607442	-1e-12	2.78552e-07	-1.566386e-06	3.9639809690133334	4	-687.000204	2
DZVP	PBE0	CaH2	DZVP/PBE0/CaH2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-31.68593592883824	-31.685935928838564		-31.685935928838564	-0.03117688	-0.00063654	2.81363943	2.81381223	10.543009700144	10.54346941003	6.795258248907	-9.567882e-06	0.041343003815	0.000968871077	9.293912453027	4	-1.0	0
DZVP	PBE0	CdF2	DZVP/PBE0/CdF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-95.16430823402797	-95.1643082340281		-95.1643082340281	-2e-08	7e-08	1.2e-07	1.4e-07	2.828137876195	2.828137876194	4.728648875866	-0.0	-1.526e-09	3.1e-09	3.4616415427516665	6	-317.128788	2
DZVP	PBE0	CdMe2	DZVP/PBE0/CdMe2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-61.65434049851437	-61.6543404985148		-61.6543404985148	-0.00442916	-0.00033621	4.618e-05	0.00444214	5.990306509119	5.990250071728	10.478902486515	-7.932565e-06	0.005566958084	-0.000250086947	7.486486355787334	28	-5.757916	1
DZVP	PBE0	Cl2	DZVP/PBE0/Cl2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-29.94698981533411	-29.946989815334337		-29.946989815334337	-0.0	0.0	-1e-08	1e-08	2.006585764627	2.006585764566	5.186528744665	3.68e-10	1.9911e-08	-6.5207e-08	3.0665667579526663	2	-1.0	0
DZVP	PBE0	ClF	DZVP/PBE0/ClF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-39.117082627587315	-39.11708262758745		-39.11708262758745	1e-08	0.0	-0.96985229	0.96985229	1.270148400272	1.270148400272	2.837583214015	0.0	1.5742e-08	2.823e-09	1.7926266715196668	2	-1.0	0
DZVP	PBE0	ClF3	DZVP/PBE0/ClF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-87.41533337675986	-87.41533337676006		-87.41533337676006	0.21556638	-0.56953631	0.19215664	0.63856452	5.178136340434	3.18951968386	1.873680788531	0.713683988133	-0.299300102464	-0.528547681532	3.4137789376083334	8	-1.0	0
DZVP	PBE0	CoCl3	DZVP/PBE0/CoCl3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-189.19932008025455	-189.19932008027342		-189.19932008027342	0.00050548	-0.00134499	0.0012834	0.00192656								8	-360.788131	1
DZVP	PBE0	CoF2	DZVP/PBE0/CoF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	False	-192.5633641415114	-192.56336443601066		-192.56336443601066	0.08408358	-0.29639272	-0.42953961	0.52860474								4	-1974.462806	1
DZVP	PBE0	CoF3	DZVP/PBE0/CoF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	0	False	-216.7793811127397			-216.7793811127397	0.69131715	-0.29873897	0.11206279	0.76139507								0		0
DZVP	PBE0	CrCO6	DZVP/PBE0/CrCO6.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-215.69668291034452	-215.69668291034327		-215.69668291034327	-5.22e-06	-1.92e-06	1.12e-06	5.67e-06	17.240344343214	17.240344486527	17.240344586793	-4.3019e-08	5.75e-09	-2.1033e-08	17.240344472178	44	-1.0	0
DZVP	PBE0	CrCl3	DZVP/PBE0/CrCl3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	False	-131.0521469731764	-130.43617098379937		-130.43617098379937	0.02318166	-0.08159657	-0.04031366	0.09391795								8	-1466.972932	3
DZVP	PBE0	CrF3	DZVP/PBE0/CrF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	False	-160.93049244953806	-155.2964771199028		-155.2964771199028	-22.88115805	15.43937248	11.81437572	30.02500774								8	-1747.59897	3
DZVP	PBE0	CrO3	DZVP/PBE0/CrO3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-133.429914672625	-133.42991467262513		-133.42991467262513	0.00058878	3.1e-07	0.00222967	0.00230609	6.180618951626	6.190341642653	2.729066211388	-6.8567327e-05	-1.1873161e-05	8.62395e-07	5.033342268555667	8	-230.533852	1
DZVP	PBE0	CsF	DZVP/PBE0/CsF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-44.44143440033821	-44.44143439997111		-44.44143439997111	-1e-07	2.1e-07	8.00263703	8.00263703	3.093752317794	3.093751887167	5.730762298144	0.0	-5.3254e-08	1.11311e-07	3.9727555010349995	2	-1.0	0
DZVP	PBE0	CsH	DZVP/PBE0/CsH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-20.71739804668234	-20.717398046682398		-20.717398046682398	0.0	-0.0	-6.90176826	6.90176826	7.278740524867	7.278740524845	11.415634696127	0.0	-3.6e-11	1.4e-11	8.657705248613	2	-1.0	0
DZVP	PBE0	CsO	DZVP/PBE0/CsO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-36.12845902672132	-36.12845902672357		-36.12845902672357	3.06091576	1.96350337	6.8525202	7.75767903								2	-1.0	0
DZVP	PBE0	Cu2	DZVP/PBE0/Cu2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-96.47261611424784	-96.47261611424804		-96.47261611424804	-0.0	0.0	-3.3e-07	3.3e-07	7.00067214045	7.000672140462	13.708554452915	3.34e-10	-1.66e-09	1.0766e-08	9.236632911275667	2	-1.0	0
DZVP	PBE0	Cu2O	DZVP/PBE0/Cu2O.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-112.46374139929357	-112.46374139929394		-112.46374139929394	2.3e-07	0.0	-3.93183001	3.93183001	11.154354594896	6.354118649321	6.836198171504	-5.9e-10	-2.07699e-07	-6.334e-09	8.114890471907001	4	-1.0	0
DZVP	PBE0	Cu2S	DZVP/PBE0/Cu2S.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-106.73535606721893	-106.73535606721947		-106.73535606721947	0.0	6e-08	-4.34675237	4.34675237	12.726256160185	7.447771786363	10.098389763905	-1.463e-09	2.61e-09	-5.72111e-07	10.090805903484334	4	-1.0	0
DZVP	PBE0	CuCN	DZVP/PBE0/CuCN.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-63.82199018253436	-63.82199018253473		-63.82199018253473	0.0	-1e-08	-6.89633854	6.89633854	3.785961139585	3.785961139587	7.493256044373	1.3e-11	-2.07834e-07	-8.0629e-08	5.021726107848333	6	-1.0	0
DZVP	PBE0	CuCl	DZVP/PBE0/CuCl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-63.26328377847082	-63.263283778470985		-63.263283778470985	0.0	-1.2e-07	-4.68509199	4.68509199	3.953276565938	3.953276565674	6.309312578786	-9.7e-11	-3.158e-09	9.4199e-08	4.738621903466	2	-1.0	0
DZVP	PBE0	CuF	DZVP/PBE0/CuF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-72.44495269942367	-72.44495269942409		-72.44495269942409	-1e-08	-0.0	-4.97850254	4.97850254	2.985463838967	2.985463838844	3.215073346519	1.01e-10	1.8619e-08	4.975e-09	3.0620003414433334	2	-1.0	0
DZVP	PBE0	CuH	DZVP/PBE0/CuH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-48.801237603293664	-48.80123760329366		-48.80123760329366	-3.3e-07	8e-08	-2.3600644	2.3600644	3.655903057953	3.655903057978	4.410903353194	0.0	3.6006e-08	-8.503e-09	3.907569823041667	2	-1.0	0
DZVP	PBE0	F2	DZVP/PBE0/F2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-48.249836687024356	-48.24983668702435		-48.24983668702435	0.0	0.0	0.0	0.0	0.526664369141	0.526664369142	1.67599107118	0.0	-8.54816e-07	-2.33135e-07	0.909773269821	2	-1.0	0
DZVP	PBE0	FeCO5	DZVP/PBE0/FeCO5.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-231.54735618135362	-231.54735618135877		-231.54735618135877	-0.0009563	-2.18e-06	-7.3e-07	0.0009563	13.318452908201	13.310010259135	15.012371330842	3.45553e-07	-7.263e-08	-1.5792e-08	13.880278166059334	36	-137.566324	1
DZVP	PBE0	FeF2	DZVP/PBE0/FeF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	False	-171.53404447878412	-171.5340444790721		-171.5340444790721	-0.00017106	0.07623451	0.05861884	0.09616599	0.133122505552	2.340128121333	2.340394383131	0.004230110539	0.010503820658	0.000191017958	1.604548336672	4	-766.886626	1
DZVP	PBE0	FeF3	DZVP/PBE0/FeF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-195.68178125004957	-195.68178125071907		-195.68178125071907	-0.1342516	-0.05186359	0.7219676	0.7361729								8	-3406.088265	2
DZVP	PBE0	FeO	DZVP/PBE0/FeO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-138.96175007779595	-138.96175007785683		-138.96175007785683	-5.45626917	6.68e-06	-4.4e-07	5.45626917								2	-1.0	0
DZVP	PBE0	Ferrocen	DZVP/PBE0/Ferrocen.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-185.86955679386824	-185.86955679387253		-185.86955679387253	0.00038287	-8e-08	1e-08	0.00038287	14.249605169688	14.249482702889	18.527289551306	-4.382e-09	-3.9783e-08	1.604e-08	15.675459141294334	76	-1.0	0
DZVP	PBE0	GaCl	DZVP/PBE0/GaCl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-90.3495735692805	-90.34957356928045		-90.34957356928045	1.18e-06	5e-08	-2.52870595	2.52870595	4.846492259109	4.846492259112	8.353711640931	0.0	-1.434045e-06	-5.7245e-08	6.015565386384	2	-1.0	0
DZVP	PBE0	GaCl3	DZVP/PBE0/GaCl3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-120.43238511666029	-120.43238511666053		-120.43238511666053	-0.00017891	-0.0	-0.0	0.00017891	9.73636504837	9.73616122624	5.378516115908	-1.345e-09	-2.1353e-08	4.6228e-08	8.283680796839333	8	-1.0	0
DZVP	PBE0	GaF	DZVP/PBE0/GaF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-99.55958813894749	-99.55958813894759		-99.55958813894759	-1.2e-07	-1.1e-07	-2.51678348	2.51678348	4.248530101134	4.248530101133	4.584988146949	0.0	-6.981e-08	-6.5937e-08	4.360682783072	2	-1.0	0
DZVP	PBE0	GaF2	DZVP/PBE0/GaF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-123.76436368102831	-123.76436368103128		-123.76436368103128	-6e-08	-1.7e-07	2.47786863	2.47786863								4	-1.0	0
DZVP	PBE0	GaH3	DZVP/PBE0/GaH3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-77.04799170005775	-77.0479917000578		-77.0479917000578	9.143e-05	0.0	0.0	9.143e-05	3.810022930605	3.80982412243	2.843956503679	1.45e-10	3.19e-10	2.059e-08	3.4879345189046664	8	-1.0	0
DZVP	PBE0	GaO	DZVP/PBE0/GaO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-91.25404115437253	-91.25404115437351		-91.25404115437351	-6.56e-06	1.759e-05	-3.77316865	3.77316865								2	-1.0	0
DZVP	PBE0	GeCl4	DZVP/PBE0/GeCl4.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-64.01118974590507	-64.01118974590545		-64.01118974590545	-1.3e-07	1.2e-07	-6e-08	1.9e-07	10.139356120639	10.139356230586	10.139356500729	9.9012e-08	-9.181e-08	7.6148e-08	10.139356283984666	12	-1.0	0
DZVP	PBE0	GeF3	DZVP/PBE0/GeF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-76.58250379833532	-76.58250379833693		-76.58250379833693	0.00417163	-1.26e-06	2.1304664	2.13047049								8	-1.0	0
DZVP	PBE0	GeF4	DZVP/PBE0/GeF4.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-100.86383710776835	-100.86383710776855		-100.86383710776855	2e-08	-4e-08	3e-08	5e-08	3.28862383274	3.288623827703	3.288623830255	1.97e-09	-2.883e-09	5.36e-09	3.2886238302326665	12	-1.0	0
DZVP	PBE0	GeH4	DZVP/PBE0/GeH4.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-6.248523483130677	-6.248523483130665		-6.248523483130665	-0.0	0.0	-0.0	0.0	3.448462553085	3.448462570481	3.448462516072	1.2972e-08	-3.807e-08	2.0506e-08	3.448462546546	12	-1.0	0
DZVP	PBE0	GeO	DZVP/PBE0/GeO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-19.890428396407255	-19.890428396407255		-19.890428396407255	-3e-08	1e-08	-3.55234469	3.55234469	3.186521685642	3.186521685642	4.789928318871	-0.0	-5.39058e-07	1.36827e-07	3.720990563385	2	-1.0	0
DZVP	PBE0	GeO2	DZVP/PBE0/GeO2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-35.84613604585138	-35.84613604585154		-35.84613604585154	0.0	1e-08	-1e-07	1e-07	2.919682760886	2.919682760886	6.274863553631	-0.0	-1.68492e-07	-2.06124e-07	4.038076358467666	6	-1.0	0
DZVP	PBE0	H2	DZVP/PBE0/H2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-1.167797429367404	-1.167797429367412		-1.167797429367412	-0.0	-0.0	-0.0	0.0	0.385251281079	0.385251281079	0.684268900078	-0.0	-0.0	-0.0	0.4849238207453333	2	-1.0	0
DZVP	PBE0	H2CO3	DZVP/PBE0/H2CO3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-54.95763422835468	-54.95763422835544		-54.95763422835544	3.95e-06	-0.26841953	-1.5e-07	0.26841953	3.664875299227	3.765454434239	1.857793497354	-2.62843e-07	-1.20448e-07	1.4096e-08	3.09604107694	16	-1.0	0
DZVP	PBE0	H2O	DZVP/PBE0/H2O.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-17.21563507019738	-17.21563507019746		-17.21563507019746	9.5e-07	-1.98320595	4e-08	1.98320595	1.076559635557	0.870644610875	0.666548984177	6.8601e-08	1.672e-09	-4.416e-09	0.8712510768696666	4	-1.0	0
DZVP	PBE0	H2O2	DZVP/PBE0/H2O2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-33.12711513703072	-33.12711513703097		-33.12711513703097	-3.72e-06	-1.41e-06	-1.87881091	1.87881091	2.351127224623	1.363125918162	1.139768729208	0.147852708473	2.3481e-06	-7.26582e-07	1.6180072906643332	8	-1.0	0
DZVP	PBE0	H2SO4	DZVP/PBE0/H2SO4.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-75.4469431215222	-75.44694312152258		-75.44694312152258	0.00022428	7.749e-05	-0.93976565	0.93976568	4.382278724651	4.488405810293	4.311909426858	-5.1522e-08	3.1765402e-05	-3.9871674e-05	4.394197987267333	20	-283.861415	1
DZVP	PBE0	H3PO4	DZVP/PBE0/H3PO4.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-72.56762479504675	-72.56762479504734		-72.56762479504734	0.03076132	-2.865e-05	0.43913236	0.44020846	4.416023584144	4.419452553135	4.755932811845	3.596871e-06	0.014120297186	-8.475989e-06	4.5304696497079995	24	-298.236348	3
DZVP	PBE0	HBr	DZVP/PBE0/HBr.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-14.062698481379268	-14.062698481379314		-14.062698481379314	1e-08	-2e-08	-0.8849504	0.8849504	1.589045160895	1.589045160895	2.491813076693	-0.0	-1.3741e-08	2.3574e-08	1.8899677994943334	2	-1.0	0
DZVP	PBE0	HCBr3	DZVP/PBE0/HCBr3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-46.65563099487575	-46.65563099487571		-46.65563099487571	0.00013938	-0.0	0.72738779	0.7273878	10.055175751723	10.054779589902	5.375420594328	-1.2963e-08	-4.6360878e-05	-1.731e-09	8.495125311984333	12	-1.0	0
DZVP	PBE0	HCN	DZVP/PBE0/HCN.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-16.173384543024653	-16.173384543024703		-16.173384543024703	-2e-08	-1e-08	-3.04586562	3.04586562	1.348601182073	1.348601182073	3.085354461321	-0.0	3.2426e-08	1.9167e-08	1.9275189418223333	6	-1.0	0
DZVP	PBE0	HCP	DZVP/PBE0/HCP.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-12.790014278921594	-12.790014278921598		-12.790014278921598	-0.0	1e-08	0.35430386	0.35430386	2.646274851488	2.646274851492	6.127175447914	1e-12	4.44316e-07	-5.0163e-07	3.8065750502980005	6	-1.0	0
DZVP	PBE0	HCl	DZVP/PBE0/HCl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-15.593087382941228	-15.593087382941277		-15.593087382941277	-1e-08	2e-08	1.12893335	1.12893335	1.186009347771	1.186009347771	1.888086938518	-0.0	-3.762e-09	1.1199e-08	1.4200352113533334	2	-1.0	0
DZVP	PBE0	HF	DZVP/PBE0/HF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-24.813640891452394	-24.81364089145249		-24.81364089145249	-0.0	-1e-08	1.81589577	1.81589577	0.391291754187	0.391291754187	0.719923063924	-0.0	-1.085e-09	-3.299e-09	0.5008355240993333	2	-1.0	0
DZVP	PBE0	HNC	DZVP/PBE0/HNC.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-16.148444828874002	-16.148444828873995		-16.148444828873995	-6e-08	5e-08	-3.04966489	3.04966489	1.605292329322	1.605292329323	3.076936649378	1e-12	9.0916e-08	-2.15671e-07	2.095840436007667	6	-1.0	0
DZVP	PBE0	HNO	DZVP/PBE0/HNO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-26.440290931903746	-26.44029093190385		-26.44029093190385	1.13768905	-1.44473055	1.7e-07	1.83890803	2.36894521924	1.359736679108	1.062247713283	-0.159765500756	-2.14521e-07	-4.8661e-08	1.5969765372103335	4	-1.0	0
DZVP	PBE0	HNO2	DZVP/PBE0/HNO2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-42.4591955273433	-42.4591955273435		-42.4591955273435	0.00035219	-2.70890925	-3e-08	2.70890927	3.906713111139	2.057564290243	1.270115732964	0.000180706498	2.4752e-08	-1.1838e-08	2.4114643781153333	8	-1.0	0
DZVP	PBE0	HNO3	DZVP/PBE0/HNO3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-58.44709903400417	-58.44709903400485		-58.44709903400485	2.23454356	0.97980323	0.00065608	2.43991797	3.665466001476	4.122307682234	1.594558809692	0.28571671219	8.8972279e-05	-2.5978077e-05	3.127444164467333	12	-1.0	0
DZVP	PBE0	HSH	DZVP/PBE0/HSH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-11.402749507343328	-11.402749507343342		-11.402749507343342	4.19e-06	-1.12709277	3e-08	1.12709277	2.435207247668	2.240857571904	1.604603452615	7.44122e-07	-1.014e-08	-1.4363e-08	2.093556090729	4	-1.0	0
DZVP	PBE0	HSSH	DZVP/PBE0/HSSH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-21.613395946713112	-21.61339594671342		-21.61339594671342	0.0	-0.0	-1.23939184	1.23939184	6.804784655503	3.391113687172	3.363459286455	0.205351024269	8.07e-09	4.03e-10	4.519785876376667	8	-1.0	0
DZVP	PBE0	HfF	DZVP/PBE0/HfF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-73.33807787691369	-73.33807787691516		-73.33807787691516	1.73e-06	-3.9e-07	1.76534626	1.76534626								2	-1.0	0
DZVP	PBE0	HfF3	DZVP/PBE0/HfF3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-122.03849206091482	-122.03849206091678		-122.03849206091678	-0.02391013	4.31e-06	9.235e-05	0.02391031	4.946808152924	4.936972057199	8.162121350018	2.30519e-07	0.001211583623	-0.000642276655	6.015300520046999	8	-335.407925	2
DZVP	PBE0	HfO	DZVP/PBE0/HfO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-65.15842353906005	-65.15842353905988		-65.15842353905988	1.2e-07	-1.5e-07	-3.53673691	3.53673691	10.774821153892	10.77482115389	8.996372140962	-2.3e-11	-4.046542e-06	5.043676e-06	10.182004816248002	2	-1.0	0
DZVP	PBE0	HfO2	DZVP/PBE0/HfO2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-81.22035749074529	-81.22035749074757		-81.22035749074757	-2.3e-07	7.8e-07	8.18444838	8.18444838	7.262150842978	3.453945448668	5.458318660625	-1.84915e-07	2.114302e-06	-5.257004e-06	5.391471650757	4	-1.0	0
DZVP	PBE0	Hg2Cl2	DZVP/PBE0/Hg2Cl2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-113.222635673681	-113.22263567368263		-113.22263567368263	-5.785e-05	-4.645e-05	-3e-08	7.419e-05	8.294740561493	25.447487560681	8.294740530286	0.000630285141	1e-12	-1.0855e-08	14.012322884153335	8	-1.0	0
DZVP	PBE0	HgF2	DZVP/PBE0/HgF2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-89.97954659250463	-89.97954659250469		-89.97954659250469	-5e-08	8e-08	-5.2e-07	5.3e-07	3.149536039506	3.149536039506	5.774378213318	-0.0	-3.9525e-08	5.5259e-08	4.024483430776667	6	-332.860982	2
DZVP	PBE0	HgMe2	DZVP/PBE0/HgMe2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-56.516937388908346	-56.5169373889085		-56.5169373889085	-0.0	-0.0	4e-08	4e-08	5.981998966108	5.981998960869	11.352524508226	-8.67e-10	9.954e-09	-5.35223e-06	7.772174145067667	28	-12.402629	1
DZVP	PBE0	I2	DZVP/PBE0/I2.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-23.022732748829085	-23.022732748829025		-23.022732748829025	-0.0	-0.0	-2e-08	2e-08	5.274373676063	5.274373676062	12.850011840659	-1e-12	-4.6503e-08	1.592e-07	7.799586397594666	2	-1.0	0
DZVP	PBE0	ICl	DZVP/PBE0/ICl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-26.48623235848539	-26.48623235848536		-26.48623235848536	-1e-08	-0.0	-1.23097184	1.23097184	3.583655673194	3.583655673194	8.301353351773	0.0	2.0526e-08	8.468e-09	5.1562215660536665	2	-1.0	0
DZVP	PBE0	IH	DZVP/PBE0/IH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-12.099311883904676	-12.099311883904827		-12.099311883904827	0.0	-1e-08	0.45838652	0.45838652	2.710196087055	2.710196087055	3.843971057687	0.0	1.0613e-08	-2.7433e-08	3.0881210772656664	2	-1.0	0
DZVP	PBE0	IO4-	DZVP/PBE0/IO4-.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-75.34401486442275	-75.34401486442378		-75.34401486442378	-31.22082781	-31.22082791	-31.22082782	54.07606008	6.800707149508	6.800707173563	6.800707285225	6.7436e-08	1.75411e-07	4.9594e-08	6.8007072027653335	12	-1.0	0
DZVP	PBE0	InCl	DZVP/PBE0/InCl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-71.84831434086651	-71.84831434086654		-71.84831434086654	4e-08	-2e-08	-3.56323539	3.56323539	6.287091205466	6.287091205492	10.012465587681	-0.0	-3.4336e-08	1.7169e-08	7.528882666213	2	-1.0	0
DZVP	PBE0	InCl3	DZVP/PBE0/InCl3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-101.9075551762532	-101.9075551762536		-101.9075551762536	0.00046017	-1e-08	2e-07	0.00046017	11.2888073823	11.287718705369	6.253977625821	9.522e-09	2.7954e-08	-2.1322e-08	9.610167904496667	8	-1.0	0
DZVP	PBE0	InH	DZVP/PBE0/InH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-57.349000303463534	-57.34900030346347		-57.34900030346347	-1e-08	-2e-08	-0.25954569	0.25954569	6.076289790641	6.076289790641	6.13065137951	0.0	1.2542e-08	2.7766e-08	6.094410320264	2	-1.0	0
DZVP	PBE0	InH3	DZVP/PBE0/InH3.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-58.523631507774645	-58.52363150777465		-58.52363150777465	4.153e-05	0.0	0.0	4.153e-05	5.276763153067	5.276743169655	4.111223453107	-2.994e-09	1.2074e-08	1.5932e-08	4.888243258609666	8	-1.0	0
DZVP	PBE0	InO	DZVP/PBE0/InO.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	True	-72.7375516953222	-72.73755169532562		-72.73755169532562	6.64e-06	9.29e-06	-4.37188348	4.37188348								2	-1.0	0
DZVP	PBE0	IrF6	DZVP/PBE0/IrF6.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	2	False	-250.29535869221144	-250.2953586922028		-250.2953586922028	0.02234861	0.01549693	-0.00363391	0.02743757								20	-1.0	0
DZVP	PBE0	K2S	DZVP/PBE0/K2S.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-60.58933156099094	-60.589331560992015		-60.589331560992015	-5.04e-06	0.0	-6.41686722	6.41686722	15.591305913675	13.696071650951	22.084687459348	-2.971e-09	0.000569684	-3.1236e-07	17.124021674658	4	-1.0	0
DZVP	PBE0	K3P	DZVP/PBE0/K3P.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-82.6640417578855	-82.66404175788712		-82.66404175788712	0.01136756	-1.9e-07	-5.31720734	5.31721949	24.083777671926	24.08677530767	29.650459030921	-1.3275e-08	-0.012263456222	-0.000342157393	25.940337336838997	8	-1.0	0
DZVP	PBE0	KBr	DZVP/PBE0/KBr.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-38.40120118975616	-38.40120118975635		-38.40120118975635	0.0	0.0	-5.7933803	5.7933803	6.718323797127	6.718323797126	12.676734401201	-0.0	-7.7e-11	-4.164e-09	8.704460665151332	2	-1.0	0
DZVP	PBE0	KCl	DZVP/PBE0/KCl.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-39.91487974076868	-39.91487974076757		-39.91487974076757	0.0	-1e-08	-6.35486486	6.35486486	5.765838943171	5.765838943171	10.626399270062	-0.0	-7.4e-10	6.399e-09	7.386025718801334	2	-1.0	0
DZVP	PBE0	KF	DZVP/PBE0/KF.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-49.09092072218551	-49.090920722185466		-49.090920722185466	0.0	0.0	-6.59122609	6.59122609	4.038779304762	4.038779304762	6.926745577065	-0.0	4.06e-10	5.49e-10	5.001434728863	2	-1.0	0
DZVP	PBE0	KH	DZVP/PBE0/KH.results	CP2K version 9.0 (Development Version)	git:ca5cdc8	3	True	-25.372436439983318	-25.372436439983115		-25.372436439983115	-0.0	0.0	-4.04368081	4.04368081	5.844463603527	5.844463603527	11.034343205335	-0.0	5.465e-09	-3.34e-10	7.574423470796333	2	-1.0	0
